|6.6.6
si52_norm_2.tab
2
T(K)
573.14999999999998
6.2893081761006293
160
P(bar)
5000.0000000000000
125.78616352201257
160
3
T(K) P(bar) rho,kg/m3
573.150 5000.00 3288.23
579.439 5000.00 3287.04
585.729 5000.00 3285.76
592.018 5000.00 3284.39
598.307 5000.00 3282.91
604.597 5000.00 3281.31
610.886 5000.00 3279.54
617.175 5000.00 3277.60
623.464 5000.00 3275.44
629.754 5000.00 3273.00
636.043 5000.00 3270.21
642.332 5000.00 3266.94
648.622 5000.00 3263.03
654.911 5000.00 3258.15
661.200 5000.00 3251.68
667.490 5000.00 3070.38
673.779 5000.00 3054.95
680.068 5000.00 3054.36
686.358 5000.00 3053.77
692.647 5000.00 3053.17
698.936 5000.00 3052.58
705.225 5000.00 3051.93
711.515 5000.00 3043.06
717.804 5000.00 3033.82
724.093 5000.00 3024.19
730.383 5000.00 3020.30
736.672 5000.00 3019.89
742.961 5000.00 3004.19
749.251 5000.00 3003.76
755.540 5000.00 3003.34
761.829 5000.00 3002.91
768.119 5000.00 3002.49
774.408 5000.00 3002.06
780.697 5000.00 3001.63
786.986 5000.00 3001.20
793.276 5000.00 3000.76
799.565 5000.00 3000.33
805.854 5000.00 2999.90
812.144 5000.00 2999.46
818.433 5000.00 2999.03
824.722 5000.00 2998.60
831.012 5000.00 2998.17
837.301 5000.00 2997.73
843.590 5000.00 2997.30
849.880 5000.00 2996.87
856.169 5000.00 2996.44
862.458 5000.00 2996.00
868.747 5000.00 2995.57
875.037 5000.00 2995.14
881.326 5000.00 2994.71
887.615 5000.00 2994.28
893.905 5000.00 2993.84
900.194 5000.00 2993.41
906.483 5000.00 2992.98
912.773 5000.00 2992.55
919.062 5000.00 2992.12
925.351 5000.00 2991.69
931.641 5000.00 2991.26
937.930 5000.00 2990.83
944.219 5000.00 2990.40
950.508 5000.00 2989.97
956.798 5000.00 2989.54
963.087 5000.00 2989.11
969.376 5000.00 2988.68
975.666 5000.00 2988.25
981.955 5000.00 2987.82
988.244 5000.00 2987.39
994.534 5000.00 2986.96
1000.82 5000.00 2986.53
1007.11 5000.00 2986.10
1013.40 5000.00 2985.68
1019.69 5000.00 2985.25
1025.98 5000.00 2984.82
1032.27 5000.00 2984.39
1038.56 5000.00 2983.97
1044.85 5000.00 2983.54
1051.14 5000.00 2983.11
1057.43 5000.00 2982.68
1063.72 5000.00 2982.26
1070.01 5000.00 2981.83
1076.29 5000.00 2981.41
1082.58 5000.00 2980.98
1088.87 5000.00 2980.56
1095.16 5000.00 2980.13
1101.45 5000.00 2979.71
1107.74 5000.00 2979.29
1114.03 5000.00 2978.87
1120.32 5000.00 2978.44
1126.61 5000.00 2978.02
1132.90 5000.00 2977.60
1139.19 5000.00 2977.18
1145.48 5000.00 2976.76
1151.77 5000.00 2976.33
1158.06 5000.00 2975.91
1164.34 5000.00 2975.50
1170.63 5000.00 2975.08
1176.92 5000.00 2974.66
1183.21 5000.00 2974.24
1189.50 5000.00 2973.82
1195.79 5000.00 2973.41
1202.08 5000.00 2972.99
1208.37 5000.00 2972.57
1214.66 5000.00 2972.15
1220.95 5000.00 2971.74
1227.24 5000.00 2971.33
1233.53 5000.00 2970.91
1239.82 5000.00 2970.50
1246.11 5000.00 2970.09
1252.40 5000.00 2969.68
1258.68 5000.00 2969.27
1264.97 5000.00 2968.86
1271.26 5000.00 2968.45
1277.55 5000.00 2968.04
1283.84 5000.00 2967.63
1290.13 5000.00 2967.23
1296.42 5000.00 2966.82
1302.71 5000.00 2966.42
1309.00 5000.00 2966.01
1315.29 5000.00 2965.61
1321.58 5000.00 2965.21
1327.87 5000.00 2964.80
1334.16 5000.00 2964.40
1340.45 5000.00 2964.00
1346.73 5000.00 2963.61
1353.02 5000.00 2963.21
1359.31 5000.00 2962.81
1365.60 5000.00 2962.41
1371.89 5000.00 2962.02
1378.18 5000.00 2961.63
1384.47 5000.00 2961.24
1390.76 5000.00 2960.84
1397.05 5000.00 2960.46
1403.34 5000.00 2960.07
1409.63 5000.00 2959.68
1415.92 5000.00 2959.29
1422.21 5000.00 2958.91
1428.50 5000.00 2958.53
1434.79 5000.00 2958.14
1441.07 5000.00 2957.76
1447.36 5000.00 2957.38
1453.65 5000.00 2957.00
1459.94 5000.00 2956.63
1466.23 5000.00 2956.25
1472.52 5000.00 2955.88
1478.81 5000.00 2955.50
1485.10 5000.00 2955.13
1491.39 5000.00 2954.76
1497.68 5000.00 2954.35
1503.97 5000.00 2954.02
1510.26 5000.00 2953.66
1516.55 5000.00 2953.29
1522.84 5000.00 2952.93
1529.12 5000.00 2952.57
1535.41 5000.00 2952.20
1541.70 5000.00 2951.84
1547.99 5000.00 2951.49
1554.28 5000.00 2951.13
1560.57 5000.00 2950.77
1566.86 5000.00 2950.42
1573.15 5000.00 2950.06
573.150 5125.79 3289.88
579.439 5125.79 3288.74
585.729 5125.79 3287.54
592.018 5125.79 3286.25
598.307 5125.79 3284.86
604.597 5125.79 3283.37
610.886 5125.79 3281.74
617.175 5125.79 3279.97
623.464 5125.79 3278.00
629.754 5125.79 3275.81
636.043 5125.79 3273.34
642.332 5125.79 3270.51
648.622 5125.79 3267.20
654.911 5125.79 3263.23
661.200 5125.79 3258.27
667.490 5125.79 3251.68
673.779 5125.79 3241.82
680.068 5125.79 3063.08
686.358 5125.79 3054.27
692.647 5125.79 3053.67
698.936 5125.79 3053.08
705.225 5125.79 3052.48
711.515 5125.79 3051.88
717.804 5125.79 3051.28
724.093 5125.79 3043.71
730.383 5125.79 3034.37
736.672 5125.79 3024.64
742.961 5125.79 3020.03
749.251 5125.79 3008.64
755.540 5125.79 3004.05
761.829 5125.79 3003.63
768.119 5125.79 3003.20
774.408 5125.79 3002.78
780.697 5125.79 3002.34
786.986 5125.79 3001.91
793.276 5125.79 3001.48
799.565 5125.79 3001.04
805.854 5125.79 3000.61
812.144 5125.79 3000.18
818.433 5125.79 2999.75
824.722 5125.79 2999.31
831.012 5125.79 2998.88
837.301 5125.79 2998.45
843.590 5125.79 2998.02
849.880 5125.79 2997.58
856.169 5125.79 2997.15
862.458 5125.79 2996.72
868.747 5125.79 2996.29
875.037 5125.79 2995.86
881.326 5125.79 2995.42
887.615 5125.79 2994.99
893.905 5125.79 2994.56
900.194 5125.79 2994.13
906.483 5125.79 2993.70
912.773 5125.79 2993.27
919.062 5125.79 2992.84
925.351 5125.79 2992.41
931.641 5125.79 2991.98
937.930 5125.79 2991.55
944.219 5125.79 2991.12
950.508 5125.79 2990.69
956.798 5125.79 2990.26
963.087 5125.79 2989.83
969.376 5125.79 2989.41
975.666 5125.79 2988.98
981.955 5125.79 2988.55
988.244 5125.79 2988.12
994.534 5125.79 2987.69
1000.82 5125.79 2987.27
1007.11 5125.79 2986.84
1013.40 5125.79 2986.41
1019.69 5125.79 2985.99
1025.98 5125.79 2985.56
1032.27 5125.79 2985.13
1038.56 5125.79 2984.71
1044.85 5125.79 2984.28
1051.14 5125.79 2983.86
1057.43 5125.79 2983.43
1063.72 5125.79 2983.01
1070.01 5125.79 2982.59
1076.29 5125.79 2982.16
1082.58 5125.79 2981.74
1088.87 5125.79 2981.32
1095.16 5125.79 2980.89
1101.45 5125.79 2980.47
1107.74 5125.79 2980.05
1114.03 5125.79 2979.63
1120.32 5125.79 2979.21
1126.61 5125.79 2978.79
1132.90 5125.79 2978.37
1139.19 5125.79 2977.95
1145.48 5125.79 2977.53
1151.77 5125.79 2977.11
1158.06 5125.79 2976.69
1164.34 5125.79 2976.28
1170.63 5125.79 2975.86
1176.92 5125.79 2975.44
1183.21 5125.79 2975.02
1189.50 5125.79 2974.61
1195.79 5125.79 2974.19
1202.08 5125.79 2973.78
1208.37 5125.79 2973.37
1214.66 5125.79 2972.96
1220.95 5125.79 2972.54
1227.24 5125.79 2972.13
1233.53 5125.79 2971.72
1239.82 5125.79 2971.31
1246.11 5125.79 2970.90
1252.40 5125.79 2970.49
1258.68 5125.79 2970.09
1264.97 5125.79 2969.68
1271.26 5125.79 2969.27
1277.55 5125.79 2968.87
1283.84 5125.79 2968.46
1290.13 5125.79 2968.06
1296.42 5125.79 2967.66
1302.71 5125.79 2967.26
1309.00 5125.79 2966.86
1315.29 5125.79 2966.46
1321.58 5125.79 2966.06
1327.87 5125.79 2965.66
