setting,L0,z0,z1,As,hr0,k,Ts,Tlab,Da,composition,T0,T1,P0,rho0,critical_depth,critical_pressure,critical_temperature,plag_out_pressure,plag_out_temperature,plag_out_depth,max_densification_rate,qs0,qs1
hot-1,55000.0,30000.0,80000.0,1.5e-06,11500.0,3.0,283.15,1603.15,0.3,sammon_2021_lower_crust,1028.6400394426212,1184.4125027030839,8181.540000000001,2945.596294065828,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,419.1796119958293,0.085673385764147,0.06346236203772533
hot-1,55000.0,30000.0,80000.0,1.5e-06,11500.0,3.0,283.15,1603.15,0.3,sammon_2021_deep_crust,1028.6400394426212,1184.4125027030839,8181.540000000001,2874.5882203329525,85000.0,30000.0,769.6550473153219,21817.44,769.6550473153219,80000.0,378.72586269935226,0.085673385764147,0.06346236203772533
hot-1,55000.0,30000.0,80000.0,1.5e-06,11500.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_2,1028.6400394426212,1184.4125027030839,8181.540000000001,2970.5873443134933,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,438.0058146962933,0.085673385764147,0.06346236203772533
hot-1,55000.0,30000.0,80000.0,1.5e-06,11500.0,3.0,283.15,1603.15,0.3,hacker_2015_md_xenolith,1028.6400394426212,1184.4125027030839,8181.540000000001,2983.7465687483723,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,433.35484160948835,0.085673385764147,0.06346236203772533
hot-1,55000.0,30000.0,80000.0,1.5e-06,11500.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_1,1028.6400394426212,1184.4125027030839,8181.540000000001,3187.4152406999615,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,340.79851778514376,0.085673385764147,0.06346236203772533
hot-1,55000.0,30000.0,80000.0,1.5e-06,11500.0,3.0,283.15,1603.15,0.3,mackwell_1998_maryland_diabase,1028.6400394426212,1184.4125027030839,8181.540000000001,3042.7485084825735,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,413.1900649251689,0.085673385764147,0.06346236203772533
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_4,970.5463847075806,1137.9687356983513,8181.540000000001,2837.4431876312624,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.5626116159696648,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_3,970.5463847075806,1137.9687356983513,8181.540000000001,2896.4293456079313,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.7624856766341463,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.001,sammon_2021_lower_crust,970.5463847075806,1137.9687356983513,8181.540000000001,2950.2239339653497,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.7389414815725397,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.001,sammon_2021_deep_crust,970.5463847075806,1137.9687356983513,8181.540000000001,2881.4232088006843,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.6053655712438548,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_2,970.5463847075806,1137.9687356983513,8181.540000000001,2983.6460363234837,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.9641557592709988,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.001,hacker_2015_md_xenolith,970.5463847075806,1137.9687356983513,8181.540000000001,2987.8269091981256,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.7948300876730112,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_1,970.5463847075806,1137.9687356983513,8181.540000000001,3205.493628504579,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.2629503713145924,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.001,mackwell_1998_maryland_diabase,970.5463847075806,1137.9687356983513,8181.540000000001,3057.6574196713286,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.7855805034628394,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_4,970.5463847075806,1137.9687356983513,8181.540000000001,2837.4431876312624,85000.0,30000.0,769.6550473153219,nan,nan,nan,44.05157752654862,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_3,970.5463847075806,1137.9687356983513,8181.540000000001,2896.4293456079313,85000.0,30000.0,769.6550473153219,nan,nan,nan,50.010778692862615,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.03,sammon_2021_lower_crust,970.5463847075806,1137.9687356983513,8181.540000000001,2950.2239339653497,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,49.923543152591236,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.03,sammon_2021_deep_crust,970.5463847075806,1137.9687356983513,8181.540000000001,2881.4232088006843,85000.0,30000.0,769.6550473153219,nan,nan,nan,45.3987341350914,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_2,970.5463847075806,1137.9687356983513,8181.540000000001,2983.6460363234837,80000.0,21817.44,769.6550473153219,nan,nan,nan,56.37080610711145,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.03,hacker_2015_md_xenolith,970.5463847075806,1137.9687356983513,8181.540000000001,2987.8269091981256,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,51.540754528813075,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_1,970.5463847075806,1137.9687356983513,8181.540000000001,3205.493628504579,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,37.483608363261745,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.03,mackwell_1998_maryland_diabase,970.5463847075806,1137.9687356983513,8181.540000000001,3057.6574196713286,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,51.727989660307585,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_4,970.5463847075806,1137.9687356983513,8181.540000000001,2837.4431876312624,85000.0,30000.0,769.6550473153219,nan,nan,nan,15.21077269170944,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_3,970.5463847075806,1137.9687356983513,8181.540000000001,2896.4293456079313,85000.0,30000.0,769.6550473153219,nan,nan,nan,17.228481164784103,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.01,sammon_2021_lower_crust,970.5463847075806,1137.9687356983513,8181.540000000001,2950.2239339653497,85000.0,30000.0,769.6550473153219,nan,nan,nan,16.933099594225222,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.01,sammon_2021_deep_crust,970.5463847075806,1137.9687356983513,8181.540000000001,2881.4232088006843,85000.0,30000.0,769.6550473153219,nan,nan,nan,15.507118910699774,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_2,970.5463847075806,1137.9687356983513,8181.540000000001,2983.6460363234837,85000.0,30000.0,769.6550473153219,nan,nan,nan,19.32814745834038,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.01,hacker_2015_md_xenolith,970.5463847075806,1137.9687356983513,8181.540000000001,2987.8269091981256,80000.0,21817.44,769.6550473153219,nan,nan,nan,17.467958326329914,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_1,970.5463847075806,1137.9687356983513,8181.540000000001,3205.493628504579,80000.0,21817.44,769.6550473153219,nan,nan,nan,12.586938507743671,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.01,mackwell_1998_maryland_diabase,970.5463847075806,1137.9687356983513,8181.540000000001,3057.6574196713286,80000.0,21817.44,769.6550473153219,nan,nan,nan,17.63786491513513,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_4,970.5463847075806,1137.9687356983513,8181.540000000001,2837.4431876312624,85000.0,30000.0,769.6550473153219,21817.44,769.6550473153219,80000.0,383.5182538772131,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_3,970.5463847075806,1137.9687356983513,8181.540000000001,2896.4293456079313,85000.0,30000.0,769.6550473153219,21817.44,769.6550473153219,80000.0,432.412762234831,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.3,sammon_2021_lower_crust,970.5463847075806,1137.9687356983513,8181.540000000001,2950.2239339653497,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,450.97466103674265,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.3,sammon_2021_deep_crust,970.5463847075806,1137.9687356983513,8181.540000000001,2881.4232088006843,85000.0,30000.0,769.6550473153219,21817.44,769.6550473153219,80000.0,407.7021790122989,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_2,970.5463847075806,1137.9687356983513,8181.540000000001,2983.6460363234837,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,484.5070739441846,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.3,hacker_2015_md_xenolith,970.5463847075806,1137.9687356983513,8181.540000000001,2987.8269091981256,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,466.1844088345053,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_1,970.5463847075806,1137.9687356983513,8181.540000000001,3205.493628504579,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,347.0051186988101,0.07972621343552735,0.061353235828072956
hot-2,60000.0,30000.0,80000.0,1.5e-06,11250.0,3.0,283.15,1603.15,0.3,mackwell_1998_maryland_diabase,970.5463847075806,1137.9687356983513,8181.540000000001,3057.6574196713286,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,449.93752328324643,0.07972621343552735,0.061353235828072956
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_4,921.0769508944969,1096.4425055061665,8181.540000000001,2907.7929584994704,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.4154856861479796,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_3,921.0769508944969,1096.4425055061665,8181.540000000001,2990.8194399072913,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.5046327569976388,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.001,sammon_2021_lower_crust,921.0769508944969,1096.4425055061665,8181.540000000001,2965.574549505029,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.9999585049431075,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.001,sammon_2021_deep_crust,921.0769508944969,1096.4425055061665,8181.540000000001,2914.154325701636,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.764207792256112,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_2,921.0769508944969,1096.4425055061665,8181.540000000001,3107.4849536536794,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.5458741960536928,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.001,hacker_2015_md_xenolith,921.0769508944969,1096.4425055061665,8181.540000000001,3092.876873676091,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.6135363296112377,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_1,921.0769508944969,1096.4425055061665,8181.540000000001,3219.115292706708,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.3485335961687386,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.001,mackwell_1998_maryland_diabase,921.0769508944969,1096.4425055061665,8181.540000000001,3198.3096727652833,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.2444409605377733,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_4,921.0769508944969,1096.4425055061665,8181.540000000001,2907.7929584994704,85000.0,30000.0,769.6550473153219,nan,nan,nan,40.43725565101993,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_3,921.0769508944969,1096.4425055061665,8181.540000000001,2990.8194399072913,85000.0,30000.0,769.6550473153219,nan,nan,nan,43.39853142909402,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.03,sammon_2021_lower_crust,921.0769508944969,1096.4425055061665,8181.540000000001,2965.574549505029,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,57.00857283289964,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.03,sammon_2021_deep_crust,921.0769508944969,1096.4425055061665,8181.540000000001,2914.154325701636,85000.0,30000.0,769.6550473153219,nan,nan,nan,50.45219565912229,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_2,921.0769508944969,1096.4425055061665,8181.540000000001,3107.4849536536794,80000.0,21817.44,769.6550473153219,nan,nan,nan,45.227772297064476,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.03,hacker_2015_md_xenolith,921.0769508944969,1096.4425055061665,8181.540000000001,3092.876873676091,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,47.24947379351599,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_1,921.0769508944969,1096.4425055061665,8181.540000000001,3219.115292706708,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,39.3490403050934,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.03,mackwell_1998_maryland_diabase,921.0769508944969,1096.4425055061665,8181.540000000001,3198.3096727652833,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,36.75455410287182,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_4,921.0769508944969,1096.4425055061665,8181.540000000001,2907.7929584994704,85000.0,30000.0,769.6550473153219,nan,nan,nan,13.868784410594438,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_3,921.0769508944969,1096.4425055061665,8181.540000000001,2990.8194399072913,85000.0,30000.0,769.6550473153219,nan,nan,nan,14.81595886178546,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.01,sammon_2021_lower_crust,921.0769508944969,1096.4425055061665,8181.540000000001,2965.574549505029,85000.0,30000.0,769.6550473153219,nan,nan,nan,19.620664541270887,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.01,sammon_2021_deep_crust,921.0769508944969,1096.4425055061665,8181.540000000001,2914.154325701636,85000.0,30000.0,769.6550473153219,nan,nan,nan,17.313680942742575,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_2,921.0769508944969,1096.4425055061665,8181.540000000001,3107.4849536536794,85000.0,30000.0,769.6550473153219,nan,nan,nan,15.324329794406696,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.01,hacker_2015_md_xenolith,921.0769508944969,1096.4425055061665,8181.540000000001,3092.876873676091,80000.0,21817.44,769.6550473153219,nan,nan,nan,16.002126564349105,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_1,921.0769508944969,1096.4425055061665,8181.540000000001,3219.115292706708,80000.0,21817.44,769.6550473153219,nan,nan,nan,13.292401212906864,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.01,mackwell_1998_maryland_diabase,921.0769508944969,1096.4425055061665,8181.540000000001,3198.3096727652833,80000.0,21817.44,769.6550473153219,nan,nan,nan,12.381945445386757,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_4,921.0769508944969,1096.4425055061665,8181.540000000001,2907.7929584994704,85000.0,30000.0,769.6550473153219,21817.44,769.6550473153219,80000.0,354.45380090627395,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_3,921.0769508944969,1096.4425055061665,8181.540000000001,2990.8194399072913,85000.0,30000.0,769.6550473153219,21817.44,769.6550473153219,80000.0,382.45761920643224,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.3,sammon_2021_lower_crust,921.0769508944969,1096.4425055061665,8181.540000000001,2965.574549505029,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,485.60829676798056,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.3,sammon_2021_deep_crust,921.0769508944969,1096.4425055061665,8181.540000000001,2914.154325701636,85000.0,30000.0,769.6550473153219,21817.44,769.6550473153219,80000.0,433.81192543747034,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_2,921.0769508944969,1096.4425055061665,8181.540000000001,3107.4849536536794,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,403.0134417850543,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.3,hacker_2015_md_xenolith,921.0769508944969,1096.4425055061665,8181.540000000001,3092.876873676091,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,420.06545761509705,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.3,hacker_2015_bin_1,921.0769508944969,1096.4425055061665,8181.540000000001,3219.115292706708,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,358.16066953387525,0.07463834937899035,0.05942021372858965
hot-3,65000.0,30000.0,80000.0,1.5e-06,11000.0,3.0,283.15,1603.15,0.3,mackwell_1998_maryland_diabase,921.0769508944969,1096.4425055061665,8181.540000000001,3198.3096727652833,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,333.3574913481934,0.07463834937899035,0.05942021372858965
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_4,862.1644380381689,1039.4748927158678,8181.540000000001,2924.783369038985,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.511750001621661,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_3,862.1644380381689,1039.4748927158678,8181.540000000001,3022.967267234176,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.5371340187128064,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.001,sammon_2021_lower_crust,862.1644380381689,1039.4748927158678,8181.540000000001,3089.013416471753,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.5815849851945263,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.001,sammon_2021_deep_crust,862.1644380381689,1039.4748927158678,8181.540000000001,3015.661301412097,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.4727898583656687,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_2,862.1644380381689,1039.4748927158678,8181.540000000001,3148.5459548373688,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.5287280108338137,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.001,hacker_2015_md_xenolith,862.1644380381689,1039.4748927158678,8181.540000000001,3169.0926679733743,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.4249206192857489,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.001,hacker_2015_bin_1,862.1644380381689,1039.4748927158678,8181.540000000001,3225.139275296904,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.4714107074642748,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.001,mackwell_1998_maryland_diabase,862.1644380381689,1039.4748927158678,8181.540000000001,3242.286920287718,85000.0,30000.0,769.6550473153219,nan,nan,nan,1.1796828629706015,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_4,862.1644380381689,1039.4748927158678,8181.540000000001,2924.783369038985,85000.0,30000.0,769.6550473153219,nan,nan,nan,42.35661998690105,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_3,862.1644380381689,1039.4748927158678,8181.540000000001,3022.967267234176,85000.0,30000.0,769.6550473153219,nan,nan,nan,43.608437000023834,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.03,sammon_2021_lower_crust,862.1644380381689,1039.4748927158678,8181.540000000001,3089.013416471753,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,45.903109693290965,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.03,sammon_2021_deep_crust,862.1644380381689,1039.4748927158678,8181.540000000001,3015.661301412097,85000.0,30000.0,769.6550473153219,21817.44,769.6550473153219,80000.0,42.411641392553705,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_2,862.1644380381689,1039.4748927158678,8181.540000000001,3148.5459548373688,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,44.0344054149671,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.03,hacker_2015_md_xenolith,862.1644380381689,1039.4748927158678,8181.540000000001,3169.0926679733743,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,41.23068926499165,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.03,hacker_2015_bin_1,862.1644380381689,1039.4748927158678,8181.540000000001,3225.139275296904,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,42.679407511318566,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.03,mackwell_1998_maryland_diabase,862.1644380381689,1039.4748927158678,8181.540000000001,3242.286920287718,80000.0,21817.44,769.6550473153219,21817.44,769.6550473153219,80000.0,34.31452418817463,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_4,862.1644380381689,1039.4748927158678,8181.540000000001,2924.783369038985,85000.0,30000.0,769.6550473153219,nan,nan,nan,14.631669097881007,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_3,862.1644380381689,1039.4748927158678,8181.540000000001,3022.967267234176,85000.0,30000.0,769.6550473153219,nan,nan,nan,14.982176939802434,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.01,sammon_2021_lower_crust,862.1644380381689,1039.4748927158678,8181.540000000001,3089.013416471753,85000.0,30000.0,769.6550473153219,nan,nan,nan,15.621445263098526,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.01,sammon_2021_deep_crust,862.1644380381689,1039.4748927158678,8181.540000000001,3015.661301412097,85000.0,30000.0,769.6550473153219,nan,nan,nan,14.489347046104262,0.06845554111752962,0.056506442980079015
transitional-1,72000.0,30000.0,80000.0,1.5e-06,10500.0,3.0,283.15,1603.15,0.01,hacker_2015_bin_2,862.1644380381689,1039.4748927158678,8181.540000000001,3148.5459548373688,85000.0,30000.0,769.6550473153219,nan,nan,nan,15.004633344208852,0.06845554111752962,0.056506442980079015
